speaker_id,n_files,total_dur_s,f0_mean,f0_median,f0_p05,f0_p95,voiced_ratio,speech_ratio,n_segments_per_sec,mean_segment_dur,rms_energy,tempo_like,sex,subset,f0_bucket
248,114,1508.0350624999999,196.1079732908842,197.83400188868768,113.54449901663872,263.2185711848817,0.6426570356826601,0.904653410536998,0.41046790979370884,2.9771022801153557,0.026164650961623126,6.875171710405772,F,train-clean-100,180-260
250,114,1509.7350625,216.7432308813604,190.72251954320367,146.76702812623898,380.9221685638308,0.5470417874364211,0.7966417617726886,0.5974558201664605,1.48916470064905,0.03624851745448688,6.324950805731188,F,train-clean-100,180-260
254,122,1503.635125,115.40373182567218,112.7797302933694,69.1833415962152,172.3309898965801,0.6854703625313527,0.8506159364958968,0.3963727569878364,4.633183793908072,0.04685531677463772,6.216933779064252,M,train-clean-100,<120
289,86,1178.6449374999997,183.93945630623588,173.69170866647008,117.76633267678929,284.8308834452813,0.5370103457048965,0.861425718803463,0.5065138626618843,1.9812082083802127,0.0313706997057407,6.33778652275423,F,train-clean-100,120-180
298,113,1500.08,203.56043039854302,198.6766658158203,157.98384253625724,267.7302536625449,0.8206972855558626,0.9033838195296249,0.3346488187296678,2.9537480161732637,0.035593401045415016,7.415604501093275,F,train-clean-100,180-260
302,113,1502.61,197.37179255053113,192.72304868873334,151.50116428342096,254.3395690814054,0.7351654420466915,0.8945148774465763,0.45786997291379666,2.20791232655228,0.05280298130633812,6.114693766180181,F,train-clean-100,180-260
307,124,1506.8200625000002,131.08436575649796,127.10319184750827,92.12602569238172,185.76144910999056,0.6782225857685298,0.8824710365840379,0.44995418953681465,2.51006374345963,0.0780195097370214,6.459961771314681,M,train-clean-100,120-180
311,122,1509.970125,85.87104877092189,87.26192872643598,51.61531144827044,125.49424233788993,0.35695887713507973,0.8566315177924464,0.5298118067071029,1.753741607006559,0.025249965852943115,6.4630417770682715,M,train-clean-100,<120
322,122,1511.9051250000002,136.85018351544016,145.34135684706973,60.211074576323576,229.24605713196564,0.7611508170000215,0.7639116905566411,0.4034644700341233,2.3442346053019074,0.027404139414009075,5.173605056732643,F,train-clean-100,120-180
328,99,1161.1449375,226.08010499415138,212.71832762175416,172.26219550781934,361.4025821893523,0.7620652623254949,0.9996219248899754,0.08870554973245966,12.941779398343979,0.05248143844573432,6.85358024049431,F,train-clean-100,180-260
332,89,1139.9249374999997,105.495812757068,102.41135002208416,59.62162807022235,185.28133846290305,0.5563547704817823,0.9937416383611666,0.08860232518599499,12.886234106868827,0.046875352426557104,6.868873328775652,M,train-clean-100,<120
374,113,1509.795125,155.65980168061458,153.99013257678212,122.5052766974463,192.4068554824324,0.7748048476120423,0.8035209412932763,0.522587460335057,1.6583785660965848,0.044833955264546047,5.815358557340685,M,train-clean-100,120-180
403,114,1508.4650000000001,188.7107299706802,187.74476515702503,72.1127150684699,297.6592430457536,0.7325448458715188,0.8068831560559906,0.686127951261713,1.467230264764649,0.049178809666159534,5.29544934751552,F,train-clean-100,180-260
405,117,1502.0999999999997,107.89457524122741,107.10078282121299,72.12125417568106,141.5063719581593,0.727828725597843,0.8100818437520806,0.45136808468144607,1.9230550290327562,0.04629059349381125,6.364423140936024,M,train-clean-100,<120
412,95,1343.0900624999997,102.12306672802156,100.4701259311844,58.71327797643639,166.6294320026141,0.8012418903500498,0.6426612958429213,0.5718157117255867,1.1883897420339,0.0476555652789376,5.6429573947502885,M,train-clean-100,<120
426,116,1512.39,180.98995699818488,172.56819738526826,136.60238213773306,257.45621263336443,0.6884049495823052,0.9146344527535887,0.3021707363841337,5.837353166562447,0.04799059745709469,7.335409517386388,F,train-clean-100,120-180
441,115,1511.5400625,160.74610404401827,166.62867823034907,85.05383875607421,216.24568100298671,0.7984464697810086,1.0,0.07608134435404686,13.84203805093437,0.05642434042946222,6.936633874366794,F,train-clean-100,120-180
445,60,664.9150000000001,365.0417312429618,366.1917537196435,326.2005567448853,397.75810136251636,0.07859973535227482,1.0,0.09023709797492911,12.255560522773585,0.24803783939047397,6.454960408473263,M,train-clean-100,>=260
446,111,1500.0600000000004,119.69047147949642,116.61097886440407,90.59431053717104,153.75889635022858,0.5801557949060498,0.7852432569363892,0.6473074410356917,1.3413797186505183,0.038504664211953046,5.848432729357491,M,train-clean-100,<120
458,82,1037.7649999999999,109.7284777676935,104.39170961911132,81.15359094388168,158.9063918205322,0.6637742913950342,0.91471094130174,0.582983623460032,3.4800183708288803,0.05450205025429134,7.038202290499295,M,train-clean-100,<120
460,126,1513.885,118.10966430023286,111.07956823675265,73.51142660767756,197.71147406643394,0.4808986735856658,0.8082938928650462,0.46040485241613466,2.0139369268257052,0.03318218896382128,6.907393890553114,M,train-clean-100,<120
481,128,1504.915,132.73292232659736,117.44352072489804,90.07262868030651,244.96226248196632,0.4882571929657736,0.8811474402208763,0.5428878042945947,1.8579964468251002,0.04789738467296752,7.300080070967463,M,train-clean-100,<120
587,117,1512.2649374999996,197.38271217632757,194.3360910596915,105.2938386681557,290.8169143936923,0.4733446674848878,0.9209741646212043,0.3577415481802772,3.5663723802047724,0.0272542471081574,6.72831839692111,F,train-clean-100,180-260
625,110,1500.4450000000002,92.93533347894754,94.1088657113631,60.372572805116235,128.34892761105738,0.8603384655043251,0.7854103282692801,0.515180496452719,1.7476814678722032,0.031078915869837482,6.116185531625617,M,train-clean-100,<120
669,118,1510.430125,166.7117232157527,171.75806037896916,83.47932072271594,229.46746296915367,0.695997087509114,0.7527385618053666,0.5561329756978992,1.4584802311332041,0.0625811670734739,5.442820468110035,F,train-clean-100,120-180
696,108,1506.3150624999998,172.71564979477168,166.91806333879526,101.78853571188752,256.9473859940416,0.8056389322618717,0.819398299019532,0.5503496716179189,1.6113937692234952,0.05105056605203513,5.711952442220235,F,train-clean-100,120-180
730,161,1511.5100625,153.08307677534174,163.56188705988245,61.270242829135114,214.11391275168242,0.8264166151406723,0.791664594029125,0.41944808422338903,2.0335179858302417,0.05829223969079658,6.38632863881447,F,train-clean-100,120-180
831,124,1512.96,101.02032522210209,97.68827237670017,59.458553427022906,154.46721502819747,0.7608683129057578,0.8019947652284264,0.6338568104906938,1.3659437600731432,0.06144172604811928,6.6531831641285955,M,train-clean-100,<120
839,100,1196.8100625000002,177.97694784476303,160.95325231279858,110.71111217837881,334.9585060914748,0.4297076001464987,0.9999649067121711,0.08355544721199232,13.276891686189263,0.050968368702707635,5.76449030315535,M,train-clean-100,120-180
887,115,1506.3900625000003,224.50629523884325,207.31230823087247,165.1045602298654,339.63831830965836,0.5365537574813259,0.796318317454381,0.49057678910438235,1.7681679713500327,0.04131835833454043,6.649672119700403,F,train-clean-100,180-260
909,110,1500.2249375000004,123.62178600016674,123.51778432035347,82.93412051575736,161.9876243092116,0.7960590908461644,0.8759486442012295,0.4132713598489959,2.3019880930165035,0.05974299473968866,7.449549544632868,M,train-clean-100,120-180
911,113,1429.63,114.59489061020504,108.65721324335179,88.1506077691311,163.90214037181795,0.7076183437159533,0.7378804306009248,0.45746102138315503,1.7466580182448437,0.026014545397052963,5.8581591041038585,M,train-clean-100,<120
1034,96,1002.7050624999999,124.79486788080185,118.72174693638105,90.4910197151126,173.07239306073208,0.550662005718144,0.9505018954663949,0.30816639065288454,8.455791942198344,0.04804042887685771,6.1284222348284,M,train-clean-100,<120
1040,81,942.1750625000001,146.2940685333423,138.8732888566437,81.47370283053752,242.71019081398086,0.41066125474429266,0.6584084260880125,0.5731418942114062,1.295665655051888,0.02622887749131151,6.221773673828264,M,train-clean-100,120-180
1069,108,1509.0049374999999,211.9074352038254,206.67301600544684,141.55321589235618,294.4163337255893,0.6687339370083792,0.8421788629833428,0.47581023902382036,2.0602019073085778,0.062154131461485705,5.840272474257561,F,train-clean-100,180-260
1081,130,1510.515125,108.81805936102246,104.81381655815645,78.7088389107317,158.06569924748607,0.5965175511707884,0.9633681258239635,0.3363091117674178,4.39388653190144,0.09339746459441757,7.57953350516765,M,train-clean-100,<120
1088,112,1511.0598750000001,208.43375814110078,195.27512794010337,161.35721225836596,289.8441132999216,0.6683367768845557,0.8392533088736804,0.5757548158043704,1.5731522277616847,0.03355885187878925,6.640372208943738,F,train-clean-100,180-260
1098,92,1098.6699999999998,195.7766830509388,191.82415667342198,131.17283087594018,276.1094854763083,0.7699358081401053,0.8565674861423359,0.5051562343560851,1.8543772356340178,0.05994565925921013,6.717212629816051,F,train-clean-100,180-260
1116,126,1507.0100625,170.73421521875687,175.33084704008488,67.60773776747254,272.4883030635077,0.5360526320749027,0.835890238125069,0.37026959134853155,2.44053203041433,0.022226624145601347,5.607792681875341,F,train-clean-100,120-180
1183,66,582.975,237.99587045829264,231.38219651686984,169.02874806006844,329.9155354275579,0.5219351353681765,0.8853604356962134,0.5643466700973455,1.877524311441497,0.032522095204331976,6.8184742055834295,F,train-clean-100,180-260
1235,125,1505.2500624999998,113.59779759972041,112.54038086576067,68.93030069571664,163.0159105324307,0.7841603705330913,0.8071801691089451,0.46636769364027186,2.3405647527564444,0.03511073225343526,6.62614156177788,M,train-clean-100,<120
1246,117,1505.3100625000002,221.90091533208042,219.54367134310172,147.06322201574906,297.24195502817037,0.7524754693584897,0.8428283525142516,0.6038623022889678,1.5009636743250196,0.03226787803546941,6.7547545540970555,F,train-clean-100,180-260
1263,109,1509.8599999999997,161.3054607998983,158.42547397361184,79.82600098161163,230.09697060876053,0.6299852999431204,0.8121441723073666,0.4603075781860571,1.9281792247562188,0.04600655091505318,5.92174108857775,F,train-clean-100,120-180
1334,107,1433.465,117.26038802573943,114.23162699840753,52.92147473391782,189.89464122797696,0.6337179182222539,0.7245101903429801,0.5225101415102567,1.451874249700832,0.03701827497661451,5.961777929701807,M,train-clean-100,<120
1355,98,1338.8000000000002,166.57313468854505,162.46172199313725,108.55972926560207,233.86483564473613,0.8149322949178492,0.8667702420077681,0.4840155363011652,1.8915708528517923,0.05717851728428248,7.553779504033462,M,train-clean-100,120-180
1363,98,1311.8999999999999,175.06933906568352,177.65180339144473,66.9739555798323,272.6112465641124,0.6794338653011448,0.8898772772314962,0.29194298345910513,7.600173167491604,0.08558124038459251,6.030947480753107,F,train-clean-100,120-180
1447,129,1510.665,114.95486837176986,113.01179121862279,79.8222078115608,150.3993481436175,0.8144803119745586,0.907290497893312,0.3382616265022358,7.4027652851985115,0.033524930218014025,5.567084694488851,F,train-clean-100,<120
1455,131,1508.0049374999999,91.31864002106778,87.26404411094882,58.51442942227276,137.02399826541568,0.560345014743017,0.8600886958302815,0.418433643225389,2.3346720210241942,0.04077837597844526,6.544408280493445,M,train-clean-100,<120
1502,136,1502.7600625,198.5153452106521,195.29108533775423,141.49041670977547,259.6999816716079,0.7352797164109831,0.8369180359422814,0.4005962195977643,4.952554008413034,0.04958674105637118,6.670392865860447,F,train-clean-100,180-260
1553,102,1349.245,207.20434868752602,201.7358113430106,122.4718971684443,304.37499967880484,0.613523046327562,0.8395317381202078,0.4839743708518468,1.8844341553815762,0.03606381902588465,6.132318444759847,F,train-clean-100,180-260
1578,118,1500.56,211.07579710828443,195.12213136822405,154.48200651619203,315.6659085323585,0.7402679664822273,0.9000966305912462,0.45916191288585595,2.3281153885764394,0.04427926598199973,7.076024950685078,F,train-clean-100,180-260
1594,129,1505.705,129.95710918156232,118.33017185134804,82.1668435710317,216.11262119359492,0.31446801451974193,0.8793614951135846,0.5014262421921957,1.9796958224626044,0.02230974664150076,6.113415310435975,M,train-clean-100,<120
1624,101,1321.7500624999998,121.76206355489633,118.71994738040432,72.38653665041718,179.34473231568998,0.7377028791935971,0.8156958191935021,0.4365424420019652,1.9989377020258088,0.05631125124616615,5.608473349325074,M,train-clean-100,<120
1723,112,1507.3200000000002,55.59667208075382,51.25062123764247,50.00048751066426,77.59744741021548,0.44669235981547706,1.0,0.07430406284000743,14.086515432196089,0.03457624682303672,6.960035029058195,M,train-clean-100,<120
1737,126,1502.404875,159.98979433579294,153.7829375207915,65.52438986052502,259.57559115986237,0.549671242167517,0.8877753408514465,0.39203813153228756,4.501902123428976,0.03160315053625067,6.619387467043463,F,train-clean-100,120-180
1743,103,1277.6549375,170.55856026610684,159.80341136730786,99.10287893903272,283.2633477180316,0.39021946732715634,0.8595810713563654,0.5259636074470224,1.8969225347474719,0.04519894402266997,7.134946793879549,M,train-clean-100,120-180
1841,115,1507.935,196.11855514530052,188.89965789650503,124.21506002544953,297.2538010671887,0.5607418223688634,0.8531103794261691,0.4648741490846754,1.9633191956415639,0.04640643749453676,6.162732478521953,F,train-clean-100,180-260
1867,137,1509.8700625000001,154.26016184202672,158.4095182523303,70.6258571935296,217.17948929952627,0.6913908213427681,0.7964360840487889,0.49871841206865436,1.695325740182584,0.03572514014088256,6.0660849085482145,M,train-clean-100,120-180
1898,128,1500.8449375,210.08132363736684,200.55108825792308,150.9311026273835,302.8372817196773,0.5882821181785913,0.9021351264677202,0.5383634110435875,2.0171293747368195,0.024528329700750865,6.699559527281278,F,train-clean-100,180-260
1926,133,1511.53,193.61155818175698,200.53275835208493,105.9089383303795,263.3552619672603,0.596536649064238,0.8608793738794466,0.43135101519652275,2.7046794677251853,0.031483870420881716,6.382936494809894,F,train-clean-100,180-260
1963,129,1511.505,184.12674302269795,177.27177773196837,146.1865767803716,246.64958944306417,0.6395805113066296,0.8406720454116923,0.5874939216211656,1.5888553798353602,0.0649136381697606,6.630477570368606,F,train-clean-100,120-180
1970,122,1508.095,197.81331538664105,200.33756343063888,92.71053731132392,280.9359091458332,0.7967590118976915,0.8246602501831782,0.458193946667816,2.0237351334231923,0.0533700464755627,6.167383354496899,F,train-clean-100,180-260
1992,56,737.5650625000001,204.4051272290771,202.0850495934379,147.6372760092278,264.873017733332,0.7077219154431799,0.8186287972391586,0.4447065305509912,1.9539925902027935,0.04335470636326578,6.916000037623799,F,train-clean-100,180-260
2002,116,1496.6999375,126.11100117761885,125.50898463934887,82.11949316841138,165.57016984045606,0.71348273966707,0.8031623239110344,0.5973141159431631,1.4252504450270103,0.053180087425923915,6.305205047153949,M,train-clean-100,120-180
2007,123,1512.8400625000002,234.16701408319582,223.90832313143824,153.7759938271654,344.51080824592765,0.5749301677172866,0.8626338598829907,0.5023663894411178,1.959504918087862,0.033780582846063334,6.425001717589033,F,train-clean-100,180-260
2092,106,1505.8599375000001,176.45208036783288,175.2222102603891,126.98047876108481,232.8435721717994,0.8024174290261985,0.7748316898164375,0.685322701202415,1.233375301724856,0.037310257275865184,6.1904827719078614,F,train-clean-100,120-180
2136,127,1511.0200625,114.34060219934335,109.10053344471724,77.54786724183307,171.1073386269989,0.778608040318583,0.8143048729374497,0.41495147255862463,2.086562758509906,0.06387383852616893,4.7874943420878635,M,train-clean-100,<120
2159,110,1507.225,107.5444923709513,103.37959755135573,81.76264457490322,147.73932116503184,0.6394316985145019,0.9353062747764933,0.41997711025228485,2.508648140914688,0.03850937655473165,7.324719268855016,M,train-clean-100,<120
2182,115,1509.065,195.54954541522372,186.56967641078344,113.52272813657716,310.11052864262507,0.6832349875907485,0.8276389685003627,0.39825984964199684,2.570795053232865,0.0374309297057471,6.8015625569475135,F,train-clean-100,180-260
2196,113,1514.3299375000001,194.833229636677,196.1438229643444,125.23026191766293,260.1716316524699,0.7649483604726354,0.8217674161909647,0.5639457946726355,1.5944761177732052,0.04200064035268496,6.2892502909393215,F,train-clean-100,180-260
2289,130,1504.6150625,107.91506568070487,102.27930737892699,77.963108235027,162.9096547246341,0.5867904194661573,0.828181261145656,0.55030686627863,1.5864004898199753,0.028683642788970114,5.816770161437886,M,train-clean-100,<120
2384,90,1212.865,99.16605581305537,96.24154518364533,75.48227642718778,131.012584579867,0.6027896628683124,0.9136161073161482,0.3875122128184093,2.6069516938125687,0.04894751754110551,7.186290312606927,M,train-clean-100,<120
2391,123,1472.6449999999998,225.65030411064438,212.16276896015296,167.38663185303972,320.5948168927453,0.7479779552492009,0.8490410112416775,0.4936695537621084,1.9785241796772157,0.047705250723687934,6.6085173276655285,F,train-clean-100,180-260
2416,110,1510.1000000000001,189.53948457003494,177.436035366033,142.0896189091008,287.33122076107065,0.6344784992643403,0.8511164823521622,0.39798688828554396,5.914775442232977,0.03814474950249678,5.659227865704257,F,train-clean-100,120-180
2436,116,1508.8350000000003,98.19057176290471,95.9750937169908,62.35017164019557,149.26613525011763,0.6550332768483741,0.7399622887857188,0.590521826442255,1.3901426720455676,0.027477829245687185,5.800501711585428,M,train-clean-100,<120
2514,108,1506.6150000000002,118.03946347224982,110.11889199895023,80.74630356630378,180.36215144021037,0.7683897312508862,0.8694623377571575,0.5017871188060652,1.865857382968047,0.05927796668889637,7.097367276975205,M,train-clean-100,<120
2518,112,1503.8000000000002,117.80849041570822,115.79236729889433,88.33081864951986,152.59808565149774,0.7611707891199242,0.7741780821917806,0.47479718047612707,1.7216067426751698,0.035119541062719396,6.015427583455246,M,train-clean-100,<120
2691,116,1509.7249375000001,153.21071352911073,150.14766956337417,106.7908786668737,211.72827773606227,0.7790989172243111,0.8658941142382764,0.5000910968922774,1.960652146112533,0.05412434633708491,6.743612526437452,F,train-clean-100,120-180
2764,120,1511.275,216.54501851058924,206.47029807757733,162.96575276036356,307.3192278962735,0.5431808296722018,0.9946032323700187,0.1468958329887016,9.121438822296847,0.0301310808780844,6.773088948073646,F,train-clean-100,180-260
2817,122,1508.2299999999998,228.25425115292435,227.4541276316539,146.8005840176953,301.0755795445351,0.6993296014451216,0.8009925541860329,0.5496509153113253,1.6033290438273458,0.03326863735674432,5.960629346982888,F,train-clean-100,180-260
2836,109,1507.4949374999997,242.8771190495357,233.11438382601037,185.10938242118687,344.9496456844059,0.6063852171655447,0.8791193701769895,0.5532356887268155,1.664529381931983,0.05131089376426429,6.432525747702554,F,train-clean-100,180-260
2843,116,1510.8649375,97.62386808928562,95.05606820515315,73.3486027845656,131.3151157433743,0.6214002230556069,0.7955178323145115,0.4778719672948926,1.7531956372622226,0.028640932514076504,5.860219388405788,M,train-clean-100,<120
2893,107,1464.64,130.38410529351307,129.84295202839445,74.14969441788891,187.6304580954322,0.7394157406957415,0.8064371193603888,0.5148022722307187,1.7090889733295054,0.036116170337713506,6.349683198601704,M,train-clean-100,120-180
2910,95,1339.85,248.18340689052334,242.08997995779885,192.50929998424985,321.61823073663066,0.8240023169359474,0.8680516475724899,0.49632421539724597,1.8992958252157304,0.04314702397290567,7.109751091540098,F,train-clean-100,180-260
2911,122,1505.9150625000002,119.16871095856254,119.01193856711207,63.59956601407905,171.30000294033476,0.7402575475951483,0.7958861889662517,0.5611206242915177,1.4793458004248845,0.05170060926822058,6.900787606671541,M,train-clean-100,<120
2952,119,1501.3649375,102.1463107313832,92.71755253645435,64.2145511490786,170.3157142380714,0.18794748309683196,0.8237577481057964,0.5921278549906192,1.5850787890414528,0.03934666900812104,6.174381570037165,M,train-clean-100,<120
2989,155,1512.3800625,218.29901366576098,216.20306406044404,186.73344146599547,256.0312655981841,0.7028463469015453,0.9965623720327244,0.1084383509584913,11.819228741471106,0.0454523822995097,6.791943542961114,F,train-clean-100,180-260
3112,118,1504.5249374999999,227.51313723153103,217.3768081216779,163.9048275529724,328.5244551997176,0.7519430645594055,0.8365982966633282,0.3635699125791327,2.5956486063194983,0.06563407087095052,6.18268249874057,F,train-clean-100,180-260
3168,108,1433.9049999999997,86.65566860983864,80.32089703644664,59.13005715628978,134.56421645090234,0.4429627307646313,0.8181099863659029,0.5014279188649179,2.4225000079859678,0.03840794130220309,6.274474250386184,M,train-clean-100,<120
3214,116,1505.065,187.60236110945542,166.95186333726812,123.84666286677425,307.9847048873773,0.24972744177028308,0.8784697006441582,0.5089481185197982,2.039094414412272,0.047266418664554104,6.705358240341779,M,train-clean-100,120-180
3235,113,1496.3399375,225.1510250120994,219.288038459999,160.34874020546883,313.21985136556395,0.7068825524689573,0.817097752561991,0.4858521661960253,1.7964814723264872,0.06694207273006836,5.401179102058151,F,train-clean-100,180-260
3240,127,1505.1400624999997,119.76110398635034,115.44805127170166,86.58870194411855,168.82505583116398,0.7000173718282601,0.8017539563697582,0.44912763724937405,1.9412411839422465,0.051162637414557684,6.22533426187372,M,train-clean-100,<120
3242,123,1501.8500000000001,125.10796973429048,112.85723460170314,87.58215529684229,210.76370677725077,0.6991396741062122,0.8447328295102705,0.3608882378399973,2.6077996796422456,0.05514825605533167,6.786296900489396,M,train-clean-100,<120
3259,126,1511.1449375,214.48833518039604,210.3171894345121,156.97561264754722,284.7696549273248,0.7019294657244977,0.8150760191392957,0.401682184770579,2.3277319736268054,0.04432645876404755,6.935138873798464,F,train-clean-100,180-260
3374,123,1510.2350000000001,133.66653010900836,136.04766501359524,61.952957659184165,202.2658523899643,0.6860293240301455,0.8112386482898356,0.5370025194754459,1.747488364693807,0.03908170106473411,6.003039262101593,M,train-clean-100,120-180
3436,119,1514.7350624999997,144.02776569296648,142.85995026258553,84.08315105684107,208.0381942935111,0.7273526593505414,0.7674457591820617,0.4971166368574109,1.6640464986629453,0.046226874334092685,5.950875650242632,M,train-clean-100,120-180
3440,113,1510.7250000000001,217.09424723931838,206.4908351063821,143.96367425142031,313.9839570551224,0.5891865769310435,0.8988068642539179,0.5421238147247183,3.1372717824716223,0.04234087098751795,6.812623078323321,F,train-clean-100,180-260
3486,120,1504.5900625,96.77490062047049,92.3421629633718,76.0224927337995,133.03837692259876,0.3726368623578484,0.8436550886098919,0.4579320422036883,2.0670468664010855,0.07172504748970629,6.855023342944617,M,train-clean-100,<120
3526,114,1511.0700624999997,152.58139879858945,164.3788734547356,60.00858747224519,258.0003727376026,0.6450039234547106,0.7583036871925324,0.5122197965589038,1.6079530918267935,0.025665179591685548,5.359116166064604,F,train-clean-100,120-180
3607,98,1326.0399999999997,92.39983705793846,90.52427285749275,63.14467519329676,129.85957171206297,0.4190915048388005,0.8876519562004166,0.3340774033965794,7.815481968512788,0.03365526800571053,6.285632409278756,M,train-clean-100,<120
3664,107,1503.345,107.14623705271954,104.25776328862202,75.8922476838103,149.680562316743,0.49109920630267884,0.82822239738716,0.5288207297726071,1.6412923904883674,0.057795016623417544,6.696400360529353,M,train-clean-100,<120
3699,117,1509.0950625000003,103.82986809115681,99.80749977973194,64.918838420973,156.92308561728728,0.6687714345709559,0.8901626102828758,0.373733911146502,2.69518500651803,0.07660985981637751,6.211669650864025,M,train-clean-100,<120
